prompt,prompt_template,gene_misspelled,gene,chr_name,start,end,igscreen_link_gene,igscreen_link_region
Region from IGV: chr17 18476737 18494945,Region from IGV: chr{chr} {start} {end},False,,17,18476737,18494945,,https://igscreen.wenglab.org/region/chr17:18476737-18494945/browser
Region from IGV: chr22 19029524 19031242,Region from IGV: chr{chr} {start} {end},False,,22,19029524,19031242,,https://igscreen.wenglab.org/region/chr22:19029524-19031242/browser
Region from IGV: chr20 1534251 1557705,Region from IGV: chr{chr} {start} {end},False,,20,1534251,1557705,,https://igscreen.wenglab.org/region/chr20:1534251-1557705/browser
Region from IGV: chr2 44275458 44321494,Region from IGV: chr{chr} {start} {end},False,,2,44275458,44321494,,https://igscreen.wenglab.org/region/chr2:44275458-44321494/browser
Region from IGV: chr11 61429220 61485822,Region from IGV: chr{chr} {start} {end},False,,11,61429220,61485822,,https://igscreen.wenglab.org/region/chr11:61429220-61485822/browser
Region from IGV: chr9 128552558 128633662,Region from IGV: chr{chr} {start} {end},False,,9,128552558,128633662,,https://igscreen.wenglab.org/region/chr9:128552558-128633662/browser
Region from IGV: chr14 54474484 54489025,Region from IGV: chr{chr} {start} {end},False,,14,54474484,54489025,,https://igscreen.wenglab.org/region/chr14:54474484-54489025/browser
Region from IGV: chr19 52031378 52095738,Region from IGV: chr{chr} {start} {end},False,,19,52031378,52095738,,https://igscreen.wenglab.org/region/chr19:52031378-52095738/browser
Region from IGV: chr2 224378698 224402107,Region from IGV: chr{chr} {start} {end},False,,2,224378698,224402107,,https://igscreen.wenglab.org/region/chr2:224378698-224402107/browser
Region from IGV: chr2 241687085 241729478,Region from IGV: chr{chr} {start} {end},False,,2,241687085,241729478,,https://igscreen.wenglab.org/region/chr2:241687085-241729478/browser
Region from IGV: chr4 87460802 87471050,Region from IGV: chr{chr} {start} {end},False,,4,87460802,87471050,,https://igscreen.wenglab.org/region/chr4:87460802-87471050/browser
Region from IGV: chr9 38694266 38720133,Region from IGV: chr{chr} {start} {end},False,,9,38694266,38720133,,https://igscreen.wenglab.org/region/chr9:38694266-38720133/browser
Region from IGV: chr3 63652675 63679020,Region from IGV: chr{chr} {start} {end},False,,3,63652675,63679020,,https://igscreen.wenglab.org/region/chr3:63652675-63679020/browser
Region from IGV: chr7 30852273 30923812,Region from IGV: chr{chr} {start} {end},False,,7,30852273,30923812,,https://igscreen.wenglab.org/region/chr7:30852273-30923812/browser
Region from IGV: chr2 127048027 127107288,Region from IGV: chr{chr} {start} {end},False,,2,127048027,127107288,,https://igscreen.wenglab.org/region/chr2:127048027-127107288/browser
Region from IGV: chr14 73490933 73493394,Region from IGV: chr{chr} {start} {end},False,,14,73490933,73493394,,https://igscreen.wenglab.org/region/chr14:73490933-73493394/browser
Region from IGV: chr2 132416805 132646582,Region from IGV: chr{chr} {start} {end},False,,2,132416805,132646582,,https://igscreen.wenglab.org/region/chr2:132416805-132646582/browser
Region from IGV: chr1 43650149 43931014,Region from IGV: chr{chr} {start} {end},False,,1,43650149,43931014,,https://igscreen.wenglab.org/region/chr1:43650149-43931014/browser
Region from IGV: chr15 74630558 74696292,Region from IGV: chr{chr} {start} {end},False,,15,74630558,74696292,,https://igscreen.wenglab.org/region/chr15:74630558-74696292/browser
Region from IGV: chr13 106489745 106535662,Region from IGV: chr{chr} {start} {end},False,,13,106489745,106535662,,https://igscreen.wenglab.org/region/chr13:106489745-106535662/browser
Region from IGV: chr17 82050691 82057470,Region from IGV: chr{chr} {start} {end},False,,17,82050691,82057470,,https://igscreen.wenglab.org/region/chr17:82050691-82057470/browser
Coordinates copied from GTF: chr2	134918235	134959342,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,2,134918235,134959342,,https://igscreen.wenglab.org/region/chr2:134918235-134959342/browser
Coordinates copied from GTF: chr12	101475336	101486997,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,12,101475336,101486997,,https://igscreen.wenglab.org/region/chr12:101475336-101486997/browser
Coordinates copied from GTF: chr1	150487414	150507602,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,150487414,150507602,,https://igscreen.wenglab.org/region/chr1:150487414-150507602/browser
Coordinates copied from GTF: chr22	33162226	33922841,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,22,33162226,33922841,,https://igscreen.wenglab.org/region/chr22:33162226-33922841/browser
Coordinates copied from GTF: chr3	38282294	38318575,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,3,38282294,38318575,,https://igscreen.wenglab.org/region/chr3:38282294-38318575/browser
Coordinates copied from GTF: chr7	100802565	100827523,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,7,100802565,100827523,,https://igscreen.wenglab.org/region/chr7:100802565-100827523/browser
Coordinates copied from GTF: chr14	61762420	61796428,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,14,61762420,61796428,,https://igscreen.wenglab.org/region/chr14:61762420-61796428/browser
Coordinates copied from GTF: chr17	21123364	21193265,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,21123364,21193265,,https://igscreen.wenglab.org/region/chr17:21123364-21193265/browser
Coordinates copied from GTF: chrX	155061622	155065519,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,X,155061622,155065519,,https://igscreen.wenglab.org/region/chrX:155061622-155065519/browser
Coordinates copied from GTF: chr2	24175053	24200849,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,2,24175053,24200849,,https://igscreen.wenglab.org/region/chr2:24175053-24200849/browser
Coordinates copied from GTF: chr12	56230049	56237846,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,12,56230049,56237846,,https://igscreen.wenglab.org/region/chr12:56230049-56237846/browser
Coordinates copied from GTF: chr1	228434777	228457873,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,228434777,228457873,,https://igscreen.wenglab.org/region/chr1:228434777-228457873/browser
Coordinates copied from GTF: chr17	63917203	63931385,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,63917203,63931385,,https://igscreen.wenglab.org/region/chr17:63917203-63931385/browser
Coordinates copied from GTF: chr11	61241175	61251444,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,11,61241175,61251444,,https://igscreen.wenglab.org/region/chr11:61241175-61251444/browser
Coordinates copied from GTF: chr16	29453590	29454351,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,16,29453590,29454351,,https://igscreen.wenglab.org/region/chr16:29453590-29454351/browser
Coordinates copied from GTF: chr8	98944403	98952104,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,8,98944403,98952104,,https://igscreen.wenglab.org/region/chr8:98944403-98952104/browser
Coordinates copied from GTF: chr7	6374527	6403967,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,7,6374527,6403967,,https://igscreen.wenglab.org/region/chr7:6374527-6403967/browser
Coordinates copied from GTF: chr19	19192229	19201869,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,19,19192229,19201869,,https://igscreen.wenglab.org/region/chr19:19192229-19201869/browser
Coordinates copied from GTF: chr1	10456522	10472529,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,10456522,10472529,,https://igscreen.wenglab.org/region/chr1:10456522-10472529/browser
Coordinates copied from GTF: chr14	24265538	24271611,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,14,24265538,24271611,,https://igscreen.wenglab.org/region/chr14:24265538-24271611/browser
Coordinates copied from GTF: chr17	58166982	58171411,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,58166982,58171411,,https://igscreen.wenglab.org/region/chr17:58166982-58171411/browser
Coordinates copied from GTF: chr8	90791741	90959393,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,8,90791741,90959393,,https://igscreen.wenglab.org/region/chr8:90791741-90959393/browser
Coordinates copied from GTF: chr2	47403067	47663146,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,2,47403067,47663146,,https://igscreen.wenglab.org/region/chr2:47403067-47663146/browser
Coordinates copied from GTF: chr17	63827152	63832026,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,63827152,63832026,,https://igscreen.wenglab.org/region/chr17:63827152-63832026/browser
Coordinates copied from GTF: chr11	70398404	70436584,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,11,70398404,70436584,,https://igscreen.wenglab.org/region/chr11:70398404-70436584/browser
Coordinates copied from GTF: chr17	42609641	42615238,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,42609641,42615238,,https://igscreen.wenglab.org/region/chr17:42609641-42615238/browser
Coordinates copied from GTF: chr22	43151547	43163242,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,22,43151547,43163242,,https://igscreen.wenglab.org/region/chr22:43151547-43163242/browser
Coordinates copied from GTF: chr16	55509072	55586666,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,16,55509072,55586666,,https://igscreen.wenglab.org/region/chr16:55509072-55586666/browser
Coordinates copied from GTF: chr16	67175599	67184040,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,16,67175599,67184040,,https://igscreen.wenglab.org/region/chr16:67175599-67184040/browser
Coordinates copied from GTF: chr11	78095244	78139660,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,11,78095244,78139660,,https://igscreen.wenglab.org/region/chr11:78095244-78139660/browser
Coordinates copied from GTF: chr9	134903232	134917912,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,9,134903232,134917912,,https://igscreen.wenglab.org/region/chr9:134903232-134917912/browser
Coordinates copied from GTF: chr4	105145875	105279816,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,4,105145875,105279816,,https://igscreen.wenglab.org/region/chr4:105145875-105279816/browser
Coordinates copied from GTF: chr17	3432870	3433841,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,3432870,3433841,,https://igscreen.wenglab.org/region/chr17:3432870-3433841/browser
Coordinates copied from GTF: chr1	13389632	13392629,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,13389632,13392629,,https://igscreen.wenglab.org/region/chr1:13389632-13392629/browser
Coordinates copied from GTF: chr20	32277651	32335011,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,20,32277651,32335011,,https://igscreen.wenglab.org/region/chr20:32277651-32335011/browser
Coordinates copied from GTF: chr18	74495816	74523454,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,18,74495816,74523454,,https://igscreen.wenglab.org/region/chr18:74495816-74523454/browser
Coordinates copied from GTF: chr17	76274049	76308276,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,76274049,76308276,,https://igscreen.wenglab.org/region/chr17:76274049-76308276/browser
Coordinates copied from GTF: chr15	75598083	75626469,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,15,75598083,75626469,,https://igscreen.wenglab.org/region/chr15:75598083-75626469/browser
Coordinates copied from GTF: chr1	160945025	160954809,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,160945025,160954809,,https://igscreen.wenglab.org/region/chr1:160945025-160954809/browser
Coordinates copied from GTF: chr19	44417519	44448578,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,19,44417519,44448578,,https://igscreen.wenglab.org/region/chr19:44417519-44448578/browser
Coordinates copied from GTF: chr6	109444062	109465968,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,6,109444062,109465968,,https://igscreen.wenglab.org/region/chr6:109444062-109465968/browser
Coordinates copied from GTF: chr9	34957608	34982544,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,9,34957608,34982544,,https://igscreen.wenglab.org/region/chr9:34957608-34982544/browser
Coordinates copied from GTF: chr20	48921711	49036693,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,20,48921711,49036693,,https://igscreen.wenglab.org/region/chr20:48921711-49036693/browser
Coordinates copied from GTF: chr19	6426037	6433779,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,19,6426037,6433779,,https://igscreen.wenglab.org/region/chr19:6426037-6433779/browser
Coordinates copied from GTF: chr17	41167231	41168221,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,41167231,41168221,,https://igscreen.wenglab.org/region/chr17:41167231-41168221/browser
Coordinates copied from GTF: chr5	73173193	73175143,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,5,73173193,73175143,,https://igscreen.wenglab.org/region/chr5:73173193-73175143/browser
Coordinates copied from GTF: chr14	35401079	35404749,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,14,35401079,35404749,,https://igscreen.wenglab.org/region/chr14:35401079-35404749/browser
Coordinates copied from GTF: chr6	162727132	163315500,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,6,162727132,163315500,,https://igscreen.wenglab.org/region/chr6:162727132-163315500/browser
Coordinates copied from GTF: chr1	225886282	225911382,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,225886282,225911382,,https://igscreen.wenglab.org/region/chr1:225886282-225911382/browser
Coordinates copied from GTF: chr12	78863993	79452008,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,12,78863993,79452008,,https://igscreen.wenglab.org/region/chr12:78863993-79452008/browser
Coordinates copied from GTF: chr16	649311	667833,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,16,649311,667833,,https://igscreen.wenglab.org/region/chr16:649311-667833/browser
Coordinates copied from GTF: chr19	39202825	39204263,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,19,39202825,39204263,,https://igscreen.wenglab.org/region/chr19:39202825-39204263/browser
Coordinates copied from GTF: chr11	65121780	65134532,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,11,65121780,65134532,,https://igscreen.wenglab.org/region/chr11:65121780-65134532/browser
Coordinates copied from GTF: chr22	37570248	37582616,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,22,37570248,37582616,,https://igscreen.wenglab.org/region/chr22:37570248-37582616/browser
Coordinates copied from GTF: chr14	74941834	74955626,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,14,74941834,74955626,,https://igscreen.wenglab.org/region/chr14:74941834-74955626/browser
Coordinates copied from GTF: chr1	32465057	32600792,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,32465057,32600792,,https://igscreen.wenglab.org/region/chr1:32465057-32600792/browser
Coordinates copied from GTF: chr5	147880726	147906538,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,5,147880726,147906538,,https://igscreen.wenglab.org/region/chr5:147880726-147906538/browser
Coordinates copied from GTF: chr3	50191610	50197696,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,3,50191610,50197696,,https://igscreen.wenglab.org/region/chr3:50191610-50197696/browser
Coordinates copied from GTF: chr2	31522480	31580938,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,2,31522480,31580938,,https://igscreen.wenglab.org/region/chr2:31522480-31580938/browser
Coordinates copied from GTF: chr3	158732198	158829719,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,3,158732198,158829719,,https://igscreen.wenglab.org/region/chr3:158732198-158829719/browser
Coordinates copied from GTF: chr12	119667864	119681624,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,12,119667864,119681624,,https://igscreen.wenglab.org/region/chr12:119667864-119681624/browser
Coordinates copied from GTF: chr4	9220152	9221744,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,4,9220152,9221744,,https://igscreen.wenglab.org/region/chr4:9220152-9221744/browser
Coordinates copied from GTF: chr17	68420948	68457513,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,68420948,68457513,,https://igscreen.wenglab.org/region/chr17:68420948-68457513/browser
Coordinates copied from GTF: chrX	154585133	154586816,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,X,154585133,154586816,,https://igscreen.wenglab.org/region/chrX:154585133-154586816/browser
Coordinates copied from GTF: chr14	41606876	41904549,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,14,41606876,41904549,,https://igscreen.wenglab.org/region/chr14:41606876-41904549/browser
Coordinates copied from GTF: chr20	21395365	21397526,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,20,21395365,21397526,,https://igscreen.wenglab.org/region/chr20:21395365-21397526/browser
Coordinates copied from GTF: chr20	16272104	16573448,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,20,16272104,16573448,,https://igscreen.wenglab.org/region/chr20:16272104-16573448/browser
Coordinates copied from GTF: chr18	74597870	75065671,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,18,74597870,75065671,,https://igscreen.wenglab.org/region/chr18:74597870-75065671/browser
Coordinates copied from GTF: chr4	140442262	140498377,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,4,140442262,140498377,,https://igscreen.wenglab.org/region/chr4:140442262-140498377/browser
Coordinates copied from GTF: chr1	158999968	159055155,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,158999968,159055155,,https://igscreen.wenglab.org/region/chr1:158999968-159055155/browser
Coordinates copied from GTF: chr10	72692143	72887694,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,10,72692143,72887694,,https://igscreen.wenglab.org/region/chr10:72692143-72887694/browser
Coordinates copied from GTF: chr5	176447628	176510074,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,5,176447628,176510074,,https://igscreen.wenglab.org/region/chr5:176447628-176510074/browser
Coordinates copied from GTF: chr1	152719522	152720470,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,152719522,152720470,,https://igscreen.wenglab.org/region/chr1:152719522-152720470/browser
Coordinates copied from GTF: chr16	22206278	22288738,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,16,22206278,22288738,,https://igscreen.wenglab.org/region/chr16:22206278-22288738/browser
Coordinates copied from GTF: chr8	18391282	18401218,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,8,18391282,18401218,,https://igscreen.wenglab.org/region/chr8:18391282-18401218/browser
Coordinates copied from GTF: chr3	185582496	185633551,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,3,185582496,185633551,,https://igscreen.wenglab.org/region/chr3:185582496-185633551/browser
Coordinates copied from GTF: chr17	3440019	3513852,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,3440019,3513852,,https://igscreen.wenglab.org/region/chr17:3440019-3513852/browser
Coordinates copied from GTF: chr7	87876216	87909553,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,7,87876216,87909553,,https://igscreen.wenglab.org/region/chr7:87876216-87909553/browser
Coordinates copied from GTF: chr15	92617448	92809884,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,15,92617448,92809884,,https://igscreen.wenglab.org/region/chr15:92617448-92809884/browser
Coordinates copied from GTF: chr2	119156243	119158751,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,2,119156243,119158751,,https://igscreen.wenglab.org/region/chr2:119156243-119158751/browser
Coordinates copied from GTF: chr1	26159079	26163962,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,26159079,26163962,,https://igscreen.wenglab.org/region/chr1:26159079-26163962/browser
Coordinates copied from GTF: chrY	13234577	13480673,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,Y,13234577,13480673,,https://igscreen.wenglab.org/region/chrY:13234577-13480673/browser
Coordinates copied from GTF: chr7	124476317	124477664,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,7,124476317,124477664,,https://igscreen.wenglab.org/region/chr7:124476317-124477664/browser
Coordinates copied from GTF: chr19	50861568	50880567,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,19,50861568,50880567,,https://igscreen.wenglab.org/region/chr19:50861568-50880567/browser
Coordinates copied from GTF: chr9	65737146	65738396,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,9,65737146,65738396,,https://igscreen.wenglab.org/region/chr9:65737146-65738396/browser
Coordinates copied from GTF: chr5	53480626	53487134,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,5,53480626,53487134,,https://igscreen.wenglab.org/region/chr5:53480626-53487134/browser
Coordinates copied from GTF: chr17	44957992	45109016,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,17,44957992,45109016,,https://igscreen.wenglab.org/region/chr17:44957992-45109016/browser
Coordinates copied from GTF: chr6	73413515	73452297,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,6,73413515,73452297,,https://igscreen.wenglab.org/region/chr6:73413515-73452297/browser
Coordinates copied from GTF: chr2	70149885	70248615,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,2,70149885,70248615,,https://igscreen.wenglab.org/region/chr2:70149885-70248615/browser
Coordinates copied from GTF: chr1	151870866	151909637,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,151870866,151909637,,https://igscreen.wenglab.org/region/chr1:151870866-151909637/browser
Coordinates copied from GTF: chr2	105264391	105329735,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,2,105264391,105329735,,https://igscreen.wenglab.org/region/chr2:105264391-105329735/browser
Coordinates copied from GTF: chrX	21372801	21654695,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,X,21372801,21654695,,https://igscreen.wenglab.org/region/chrX:21372801-21654695/browser
Coordinates copied from GTF: chr11	114059041	114256765,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,11,114059041,114256765,,https://igscreen.wenglab.org/region/chr11:114059041-114256765/browser
Coordinates copied from GTF: chr20	3659248	3663399,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,20,3659248,3663399,,https://igscreen.wenglab.org/region/chr20:3659248-3663399/browser
Coordinates copied from GTF: chr11	72754729	72794047,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,11,72754729,72794047,,https://igscreen.wenglab.org/region/chr11:72754729-72794047/browser
Coordinates copied from GTF: chr6	112054075	112069686,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,6,112054075,112069686,,https://igscreen.wenglab.org/region/chr6:112054075-112069686/browser
Coordinates copied from GTF: chr20	56468585	56519449,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,20,56468585,56519449,,https://igscreen.wenglab.org/region/chr20:56468585-56519449/browser
Coordinates copied from GTF: chr16	87949244	88077318,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,16,87949244,88077318,,https://igscreen.wenglab.org/region/chr16:87949244-88077318/browser
Coordinates copied from GTF: chr1	173868082	173903547,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,1,173868082,173903547,,https://igscreen.wenglab.org/region/chr1:173868082-173903547/browser
Coordinates copied from GTF: chr11	61508749	61511018,Coordinates copied from GTF: chr{chr}	{start}	{end},False,,11,61508749,61511018,,https://igscreen.wenglab.org/region/chr11:61508749-61511018/browser
Are there any regulatory elements in chrom6:32934629-32941028?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,6,32934629,32941028,,https://igscreen.wenglab.org/region/chr6:32934629-32941028/browser
Are there any regulatory elements in chrom7:13891229-13991425?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,7,13891229,13991425,,https://igscreen.wenglab.org/region/chr7:13891229-13991425/browser
Are there any regulatory elements in chrom16:66552587-66579135?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,16,66552587,66579135,,https://igscreen.wenglab.org/region/chr16:66552587-66579135/browser
Are there any regulatory elements in chrom4:145098288-145129524?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,4,145098288,145129524,,https://igscreen.wenglab.org/region/chr4:145098288-145129524/browser
Are there any regulatory elements in chrom11:20669551-21575686?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,20669551,21575686,,https://igscreen.wenglab.org/region/chr11:20669551-21575686/browser
Are there any regulatory elements in chrom9:88990863-89005155?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,9,88990863,89005155,,https://igscreen.wenglab.org/region/chr9:88990863-89005155/browser
Are there any regulatory elements in chrom3:179562886-179588407?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,3,179562886,179588407,,https://igscreen.wenglab.org/region/chr3:179562886-179588407/browser
Are there any regulatory elements in chrom4:168092537-168187736?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,4,168092537,168187736,,https://igscreen.wenglab.org/region/chr4:168092537-168187736/browser
Are there any regulatory elements in chrom10:119499817-119542719?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,10,119499817,119542719,,https://igscreen.wenglab.org/region/chr10:119499817-119542719/browser
Are there any regulatory elements in chrom8:42896946-43030535?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,8,42896946,43030535,,https://igscreen.wenglab.org/region/chr8:42896946-43030535/browser
Are there any regulatory elements in chrom12:68746125-68793964?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,12,68746125,68793964,,https://igscreen.wenglab.org/region/chr12:68746125-68793964/browser
Are there any regulatory elements in chrom1:33860475-33864791?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,1,33860475,33864791,,https://igscreen.wenglab.org/region/chr1:33860475-33864791/browser
Are there any regulatory elements in chrom11:119044188-119057227?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,119044188,119057227,,https://igscreen.wenglab.org/region/chr11:119044188-119057227/browser
Are there any regulatory elements in chrom1:44819154-44843253?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,1,44819154,44843253,,https://igscreen.wenglab.org/region/chr1:44819154-44843253/browser
Are there any regulatory elements in chrom14:28764329-28770277?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,14,28764329,28770277,,https://igscreen.wenglab.org/region/chr14:28764329-28770277/browser
Are there any regulatory elements in chrom14:45203190-45253540?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,14,45203190,45253540,,https://igscreen.wenglab.org/region/chr14:45203190-45253540/browser
Are there any regulatory elements in chrom12:12974870-13000265?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,12,12974870,13000265,,https://igscreen.wenglab.org/region/chr12:12974870-13000265/browser
Are there any regulatory elements in chrom6:30058899-30064909?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,6,30058899,30064909,,https://igscreen.wenglab.org/region/chr6:30058899-30064909/browser
Are there any regulatory elements in chrom12:118376555-118418033?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,12,118376555,118418033,,https://igscreen.wenglab.org/region/chr12:118376555-118418033/browser
Are there any regulatory elements in chrom13:23570370-23676104?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,13,23570370,23676104,,https://igscreen.wenglab.org/region/chr13:23570370-23676104/browser
Are there any regulatory elements in chrom1:112701127-112707434?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,1,112701127,112707434,,https://igscreen.wenglab.org/region/chr1:112701127-112707434/browser
Are there any regulatory elements in chrom19:19063994-19113030?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,19,19063994,19113030,,https://igscreen.wenglab.org/region/chr19:19063994-19113030/browser
Are there any regulatory elements in chrom9:77423079-77648322?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,9,77423079,77648322,,https://igscreen.wenglab.org/region/chr9:77423079-77648322/browser
Are there any regulatory elements in chrom11:102691487-102705769?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,102691487,102705769,,https://igscreen.wenglab.org/region/chr11:102691487-102705769/browser
Are there any regulatory elements in chrom11:117204337-117232525?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,11,117204337,117232525,,https://igscreen.wenglab.org/region/chr11:117204337-117232525/browser
Are there any regulatory elements in chrom3:158645822-158672648?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,3,158645822,158672648,,https://igscreen.wenglab.org/region/chr3:158645822-158672648/browser
Are there any regulatory elements in chrom4:48885019-48906937?,Are there any regulatory elements in chrom{chr}:{start}-{end}?,False,,4,48885019,48906937,,https://igscreen.wenglab.org/region/chr4:48885019-48906937/browser
